region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat,churn
2,26,39,1,15,58.00,4,9,0,1,2,1,0,1,1,8.65,21.25,0.00,6.50,19.65,210.60,567.55,0.00,145.00,493.85,0,0,0,1,1,0,1,1,0,3,0
1,38,37,1,1,52.00,1,20,0,1,4,1,0,1,1,12.20,41.50,0.00,18.75,54.40,532.55,"1,686.30",0.00,705.00,"2,051.10",1,1,1,0,1,1,1,1,0,4,0
1,35,66,1,44,14.00,3,12,1,1,2,1,0,0,0,4.70,31.00,0.00,0.00,0.00,202.50,"1,135.00",0.00,0.00,0.00,0,0,0,0,1,1,1,1,0,3,0
2,37,50,0,9,110.00,2,21,0,1,1,1,0,1,0,9.65,28.50,0.00,11.25,0.00,364.05,992.40,0.00,375.00,0.00,0,0,0,0,1,1,1,1,0,3,0
2,48,43,1,1,60.00,2,12,0,0,2,1,1,1,0,15.50,19.25,29.60,31.50,0.00,719.70,905.15,"1,500.75","1,495.00",0.00,1,0,0,0,0,1,0,0,0,2,0
3,13,43,1,1,123.00,3,21,0,0,5,1,1,1,0,3.85,23.00,33.05,6.75,0.00,55.05,317.50,439.30,75.00,0.00,0,0,1,1,1,1,1,0,1,4,0
1,72,63,1,29,15.00,5,31,1,0,2,0,0,1,0,20.60,0.00,0.00,31.25,0.00,"1,547.45",0.00,0.00,"2,180.00",0.00,1,0,0,0,0,0,1,1,0,3,0
1,30,27,0,4,47.00,4,2,0,1,2,0,0,1,0,10.75,0.00,0.00,21.25,0.00,296.90,0.00,0.00,600.00,0.00,1,0,0,1,0,0,0,0,0,2,1
1,24,43,0,14,138.00,4,11,0,1,1,1,0,1,1,6.65,20.25,0.00,8.00,24.65,130.60,445.60,0.00,180.00,551.15,1,0,0,1,1,1,0,1,0,3,0
2,25,51,1,20,359.00,3,29,0,0,2,1,1,1,1,5.75,27.50,39.20,40.50,21.40,163.75,676.15,881.45,975.00,475.55,0,1,1,0,1,1,1,1,0,4,0
2,50,52,0,30,214.00,3,22,0,0,1,1,1,1,1,11.50,26.25,40.70,12.00,48.30,610.35,"1,287.70","1,943.00",530.00,"2,412.75",1,1,0,1,1,1,1,1,1,4,0
2,28,40,0,7,64.00,1,19,0,0,1,1,0,0,0,6.00,27.50,0.00,0.00,0.00,167.65,722.50,0.00,0.00,0.00,0,0,0,0,1,0,0,1,0,3,0
3,34,51,0,8,50.00,4,14,0,0,1,0,0,1,0,16.15,0.00,0.00,15.75,0.00,531.35,0.00,0.00,480.00,0.00,0,1,0,0,0,0,0,0,1,1,0
1,48,32,0,2,88.00,3,9,0,0,1,1,0,1,1,6.15,33.75,0.00,29.75,44.75,307.65,"1,603.80",0.00,"1,390.00","2,119.35",1,1,1,1,1,1,1,1,0,4,0
2,42,36,1,8,86.00,2,15,0,1,2,0,1,0,0,9.80,0.00,30.60,0.00,0.00,436.45,0.00,"1,222.30",0.00,0.00,1,0,0,0,0,0,0,0,0,2,0
3,67,65,1,30,17.00,1,29,1,1,2,1,0,1,0,21.70,26.25,0.00,12.00,0.00,"1,384.05","1,721.25",0.00,785.00,0.00,1,0,0,0,1,0,1,0,0,3,0
1,17,41,1,7,25.00,2,17,0,0,3,0,1,0,0,6.45,0.00,29.00,0.00,0.00,114.30,0.00,449.95,0.00,0.00,0,0,0,1,1,1,1,0,1,3,0
1,29,38,1,19,46.00,2,6,0,0,2,0,1,0,0,8.35,0.00,22.95,0.00,0.00,248.60,0.00,584.90,0.00,0.00,1,0,0,0,0,0,0,0,1,2,0
3,66,61,0,26,361.00,1,40,0,1,1,0,0,1,0,12.75,0.00,0.00,38.50,0.00,782.00,0.00,0.00,"2,615.00",0.00,1,0,0,0,0,0,0,1,0,2,0
2,1,21,0,1,18.00,3,0,0,1,1,0,1,0,0,2.70,0.00,32.70,0.00,0.00,2.70,0.00,32.70,0.00,0.00,0,0,0,1,0,0,0,1,1,1,1
1,28,33,1,3,14.00,4,1,0,0,3,1,1,0,1,4.55,15.75,33.00,0.00,23.95,145.95,504.90,869.85,0.00,618.65,1,0,1,1,0,1,1,0,1,4,1
1,15,35,1,5,34.00,3,8,0,0,2,0,1,0,0,5.15,0.00,25.55,0.00,0.00,110.55,0.00,350.25,0.00,0.00,1,0,0,1,0,0,0,0,1,2,1
2,12,64,0,13,9.00,2,6,1,1,1,1,1,1,0,3.80,30.00,32.80,8.50,0.00,52.85,317.75,376.60,95.00,0.00,0,0,0,1,1,1,1,1,1,3,0
3,48,49,0,18,39.00,2,5,0,1,1,1,1,1,1,7.00,24.50,42.80,23.50,30.75,399.75,"1,229.60","2,099.35","1,140.00","1,394.50",1,1,1,0,1,1,1,1,0,4,1
2,59,25,1,4,18.00,3,2,0,0,4,0,1,1,0,20.10,0.00,32.55,22.75,0.00,"1,251.40",0.00,"1,882.65","1,415.00",0.00,0,0,0,0,0,0,0,0,0,1,0
3,8,26,1,1,25.00,4,1,0,0,2,0,1,0,0,3.15,0.00,20.05,0.00,0.00,29.90,0.00,138.40,0.00,0.00,0,0,0,1,0,0,0,0,1,1,1
1,45,52,0,15,46.00,5,8,0,1,1,0,0,1,0,9.40,0.00,0.00,8.75,0.00,402.10,0.00,0.00,395.00,0.00,1,0,0,0,0,0,0,0,1,2,1
1,25,39,1,8,94.00,4,11,0,1,4,0,1,0,0,3.95,0.00,30.75,0.00,0.00,95.20,0.00,681.20,0.00,0.00,1,0,0,0,0,0,0,0,0,2,1
1,21,44,1,4,26.00,3,2,0,0,2,1,1,1,1,7.55,41.00,42.35,23.50,35.75,160.65,863.30,890.75,485.00,702.95,0,1,1,1,1,1,1,1,0,4,0
2,17,68,1,1,335.00,1,35,0,1,3,1,0,1,1,3.55,18.75,0.00,29.25,27.90,70.25,285.90,0.00,525.00,422.85,0,1,1,0,1,1,1,1,0,4,0
2,41,45,0,14,25.00,3,6,0,0,1,0,1,1,1,7.80,0.00,42.40,14.00,23.20,370.80,0.00,"1,675.70",535.00,945.30,0,0,0,1,0,0,1,1,1,1,1
1,13,45,1,3,99.00,3,8,0,1,2,0,0,1,0,8.70,0.00,0.00,23.75,0.00,103.40,0.00,0.00,240.00,0.00,0,1,0,1,1,0,1,0,0,3,1
2,1,26,1,3,30.00,2,7,0,1,5,0,1,0,0,1.05,0.00,15.40,0.00,0.00,1.05,0.00,15.40,0.00,0.00,0,0,0,0,0,0,0,0,1,1,1
3,3,31,1,4,35.00,2,2,0,1,3,1,1,0,1,4.35,12.75,34.05,0.00,21.50,11.00,30.20,75.30,0.00,28.50,0,1,1,1,1,0,1,0,1,4,1
1,23,27,1,2,51.00,5,1,0,1,2,0,1,0,0,3.90,0.00,24.15,0.00,0.00,94.95,0.00,574.35,0.00,0.00,0,1,0,0,0,0,0,0,0,1,1
3,26,42,0,20,49.00,3,13,0,0,1,1,1,1,1,3.50,25.00,43.65,24.50,27.70,82.30,638.10,"1,054.40",625.00,633.40,1,1,1,1,1,1,1,1,1,4,1
1,37,51,1,15,54.00,1,15,0,0,3,1,0,1,0,9.55,16.50,0.00,8.25,0.00,323.65,614.15,0.00,225.00,0.00,1,0,0,0,0,1,0,1,0,3,0
3,5,30,0,3,46.00,4,7,0,0,1,0,1,0,0,4.30,0.00,32.10,0.00,0.00,17.55,0.00,121.55,0.00,0.00,1,0,0,1,0,0,0,0,1,2,1
1,32,27,1,3,91.00,4,1,0,1,3,1,1,1,1,5.50,16.00,42.65,3.75,41.30,189.05,543.15,"1,247.30",100.00,"1,269.10",0,1,1,1,1,0,0,1,1,4,1
3,12,22,0,1,23.00,4,0,0,0,2,0,0,0,0,4.05,0.00,0.00,0.00,0.00,33.75,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,1,0
1,72,54,1,6,345.00,1,32,0,0,2,0,0,1,0,75.45,0.00,0.00,18.25,0.00,"5,464.60",0.00,0.00,"1,305.00",0.00,1,0,0,0,0,1,0,1,0,3,0
3,3,25,1,2,45.00,4,0,0,1,2,1,1,0,0,3.00,15.75,31.15,0.00,0.00,9.15,53.05,87.60,0.00,0.00,0,0,0,1,0,0,0,0,1,1,1
1,54,43,0,12,53.00,2,12,0,0,1,1,0,1,0,14.35,32.25,0.00,16.75,0.00,775.90,"1,749.40",0.00,845.00,0.00,1,0,0,0,1,1,1,1,0,3,0
2,26,26,0,2,14.00,2,6,0,1,1,1,1,0,1,7.80,36.50,38.70,0.00,27.90,204.25,884.20,914.50,0.00,764.55,1,0,1,1,1,0,1,1,1,4,1
3,14,36,0,13,67.00,5,4,0,1,1,0,1,0,0,14.05,0.00,25.10,0.00,0.00,187.40,0.00,303.60,0.00,0.00,0,0,0,1,0,1,0,0,0,1,0
3,22,51,0,27,49.00,3,1,0,0,1,0,1,1,0,9.00,0.00,30.45,17.50,0.00,150.70,0.00,649.10,370.00,0.00,0,0,1,0,0,0,1,0,1,1,0
3,65,47,1,18,37.00,1,15,0,1,4,0,0,1,0,19.05,0.00,0.00,14.00,0.00,"1,174.60",0.00,0.00,900.00,0.00,0,0,0,0,0,0,0,0,0,1,0
3,26,45,0,18,33.00,1,9,0,0,1,1,0,1,0,9.60,24.25,0.00,11.25,0.00,285.35,563.50,0.00,295.00,0.00,0,0,0,0,0,0,0,1,0,1,0
1,20,37,0,5,46.00,3,10,0,1,4,0,1,1,1,4.90,0.00,44.60,6.25,41.35,91.55,0.00,878.00,90.00,815.80,1,1,1,1,1,0,1,1,1,4,0
2,67,60,1,32,93.00,1,21,0,0,4,0,1,1,0,18.85,0.00,32.00,42.75,0.00,"1,200.70",0.00,"2,189.80","2,665.00",0.00,1,0,0,0,0,0,0,0,1,2,0
1,34,55,0,2,48.00,2,11,0,0,1,0,0,0,0,4.25,0.00,0.00,0.00,0.00,143.35,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
1,37,54,1,35,183.00,2,22,0,0,3,1,0,1,0,7.30,20.50,0.00,7.50,0.00,257.60,769.40,0.00,260.00,0.00,0,0,0,0,1,1,0,1,0,3,0
2,22,23,1,3,16.00,1,5,0,0,4,0,0,1,0,5.40,0.00,0.00,8.50,0.00,120.40,0.00,0.00,205.00,0.00,0,0,0,0,0,0,0,0,0,1,0
2,5,69,0,0,11.00,2,14,1,0,1,1,0,1,0,6.65,9.75,0.00,8.00,0.00,35.20,44.80,0.00,30.00,0.00,0,0,0,0,0,0,0,0,0,1,0
1,28,31,1,0,42.00,4,5,0,1,3,1,0,0,0,12.25,23.75,0.00,0.00,0.00,373.80,674.50,0.00,0.00,0.00,1,0,0,0,1,0,0,1,0,3,0
1,20,41,1,7,67.00,4,14,0,1,4,0,0,0,0,7.25,0.00,0.00,0.00,0.00,149.10,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
3,72,41,0,20,181.00,4,12,0,0,1,1,1,1,1,27.30,23.25,69.40,7.75,52.40,"1,963.95","1,645.80","4,980.80",520.00,"3,790.55",1,1,1,1,1,1,0,1,1,4,0
2,30,43,0,18,53.00,4,6,0,0,1,0,1,0,0,7.00,0.00,26.80,0.00,0.00,232.90,0.00,738.90,0.00,0.00,0,0,0,1,0,0,0,1,1,1,0
3,71,52,0,17,172.00,2,32,0,0,1,1,1,1,1,49.25,41.50,50.90,27.25,68.10,"3,599.30","3,015.60","3,469.15","1,850.00","4,828.20",1,1,1,1,1,1,1,1,0,4,0
2,56,44,0,24,87.00,2,19,0,0,1,1,0,1,0,14.75,42.25,0.00,16.25,0.00,822.25,"2,396.65",0.00,830.00,0.00,0,0,0,0,1,1,1,1,0,3,0
1,8,29,1,2,21.00,5,0,0,0,2,0,1,0,0,4.15,0.00,24.30,0.00,0.00,39.70,0.00,167.05,0.00,0.00,0,0,0,0,0,0,0,0,0,1,1
2,32,65,0,6,9.00,2,30,1,1,1,0,0,0,0,6.25,0.00,0.00,0.00,0.00,201.35,0.00,0.00,0.00,0.00,1,0,0,1,0,0,0,0,1,2,0
2,46,47,0,22,144.00,3,22,0,1,2,1,0,0,0,3.50,28.25,0.00,0.00,0.00,179.95,"1,284.55",0.00,0.00,0.00,0,0,0,0,0,1,1,1,0,3,1
3,60,45,1,23,117.00,4,11,0,0,3,1,1,1,1,12.40,28.00,51.70,19.50,52.90,755.70,"1,721.25","3,035.75","1,135.00","3,094.65",1,1,1,1,1,1,1,1,1,4,0
2,42,32,1,0,59.00,4,4,0,1,6,1,1,1,1,16.70,38.25,53.45,22.75,72.60,681.50,"1,676.20","2,253.95",880.00,"2,805.75",1,1,1,1,1,1,1,1,0,4,0
3,71,60,1,39,508.00,4,35,0,0,4,1,0,1,0,23.55,48.25,0.00,21.00,0.00,"1,665.60","3,474.05",0.00,"1,465.00",0.00,1,1,1,0,1,1,1,1,0,4,0
2,72,63,1,40,222.00,2,43,1,1,2,1,0,1,0,81.55,62.25,0.00,15.50,0.00,"5,988.50","4,439.25",0.00,"1,150.00",0.00,1,0,1,0,1,1,1,1,0,3,0
3,45,66,0,11,87.00,3,25,1,1,1,0,0,1,0,6.05,0.00,0.00,21.25,0.00,306.90,0.00,0.00,880.00,0.00,0,0,0,0,1,0,0,0,0,1,0
3,5,31,0,4,34.00,1,9,0,0,1,1,1,1,1,1.60,17.25,31.10,12.75,19.85,6.15,78.85,128.95,60.00,69.90,0,1,0,0,1,1,1,1,0,3,1
2,17,38,1,19,18.00,4,0,0,1,4,0,0,0,0,8.55,0.00,0.00,0.00,0.00,162.25,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,2,0
2,70,55,0,12,65.00,3,24,0,0,1,1,0,1,0,26.70,42.75,0.00,20.50,0.00,"1,874.25","2,921.35",0.00,"1,465.00",0.00,1,1,0,0,1,1,1,1,0,3,0
3,57,57,1,19,130.00,3,27,0,1,2,0,1,1,0,13.55,0.00,30.65,12.75,0.00,849.00,0.00,"1,761.40",685.00,0.00,1,0,0,1,0,0,0,0,1,2,0
1,20,33,0,13,44.00,3,8,0,1,1,0,1,0,0,6.40,0.00,29.05,0.00,0.00,124.45,0.00,550.75,0.00,0.00,1,0,0,0,0,0,1,1,1,2,0
1,72,52,1,21,63.00,1,24,0,0,3,1,0,1,0,41.95,25.75,0.00,33.25,0.00,"3,114.75","1,871.95",0.00,"2,305.00",0.00,1,0,0,0,1,1,1,1,0,3,0
3,32,50,0,28,57.00,4,20,0,0,1,1,0,1,1,4.60,38.50,0.00,37.75,23.50,123.00,"1,267.10",0.00,"1,205.00",707.40,0,0,0,0,1,1,1,1,0,3,0
3,22,57,1,7,264.00,1,35,0,1,2,0,0,1,0,3.00,0.00,0.00,6.00,0.00,68.35,0.00,0.00,105.00,0.00,0,0,0,0,1,0,1,1,0,3,0
2,6,24,0,2,28.00,1,5,0,0,2,1,0,1,0,4.40,9.00,0.00,28.25,0.00,35.10,57.80,0.00,155.00,0.00,0,0,0,0,1,1,1,1,0,3,1
3,32,23,1,2,26.00,3,1,0,1,6,1,1,1,0,11.00,24.00,31.10,28.25,0.00,325.00,796.95,856.20,880.00,0.00,1,1,0,1,1,1,1,1,0,4,0
1,38,33,0,3,38.00,4,0,0,0,1,0,1,1,0,10.95,0.00,27.20,12.25,0.00,412.80,0.00,958.85,465.00,0.00,1,0,0,1,0,0,0,0,1,2,0
1,53,35,0,15,59.00,3,5,0,1,1,1,0,1,0,16.85,23.25,0.00,18.50,0.00,888.45,"1,250.70",0.00,995.00,0.00,0,0,1,0,0,1,1,0,0,3,0
3,37,76,0,38,117.00,4,21,0,1,1,0,0,1,0,7.50,0.00,0.00,6.25,0.00,273.70,0.00,0.00,230.00,0.00,0,0,0,0,0,0,0,0,0,1,0
1,47,35,1,13,70.00,4,9,0,1,2,1,1,0,1,10.75,33.00,47.40,0.00,45.85,551.00,"1,556.20","2,138.25",0.00,"2,168.40",1,1,1,1,1,1,0,1,1,4,1
3,69,59,0,37,104.00,2,13,0,0,1,1,0,1,0,16.00,30.50,0.00,13.75,0.00,"1,120.75","2,104.65",0.00,925.00,0.00,1,1,0,0,1,1,1,1,0,3,0
3,63,56,0,17,71.00,3,18,0,1,1,0,0,1,0,18.40,0.00,0.00,24.75,0.00,"1,162.90",0.00,0.00,"1,510.00",0.00,0,0,0,0,0,0,0,1,0,1,0
1,61,34,1,0,70.00,3,7,0,1,3,1,1,1,1,18.85,30.00,51.95,18.75,47.30,"1,230.70","1,820.30","3,045.80","1,095.00","2,840.20",1,1,1,1,1,1,1,1,1,4,1
1,56,38,1,8,56.00,4,10,0,0,2,1,1,1,1,25.10,26.75,44.95,11.50,27.40,"1,418.35","1,435.25","2,451.85",645.00,"1,553.50",0,0,1,1,1,1,0,0,1,4,0
3,40,57,1,18,68.00,1,23,0,0,2,1,0,0,0,13.35,25.75,0.00,0.00,0.00,572.40,987.70,0.00,0.00,0.00,0,0,0,0,0,1,0,1,0,3,0
2,61,45,0,21,80.00,2,13,0,1,1,0,0,1,0,18.10,0.00,0.00,35.25,0.00,"1,114.75",0.00,0.00,"2,200.00",0.00,1,0,0,0,0,0,0,0,0,2,0
2,16,26,0,7,21.00,4,1,0,0,6,1,1,0,1,3.55,11.00,44.75,0.00,30.80,56.85,182.25,638.55,0.00,438.40,1,1,1,1,0,0,1,0,1,4,0
2,7,43,0,4,69.00,3,5,0,1,1,0,0,0,0,4.45,0.00,0.00,0.00,0.00,36.85,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
3,20,31,1,10,39.00,2,3,0,1,2,0,0,0,0,7.75,0.00,0.00,0.00,0.00,148.75,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
2,35,38,0,7,90.00,2,18,0,0,4,1,0,1,0,6.80,17.75,0.00,14.00,0.00,245.95,558.35,0.00,425.00,0.00,1,0,1,1,0,1,0,0,1,2,0
1,60,37,1,12,64.00,5,1,0,1,2,0,0,1,0,14.85,0.00,0.00,17.50,0.00,978.35,0.00,0.00,970.00,0.00,1,0,0,0,0,0,0,0,0,2,0
2,47,25,0,2,28.00,2,6,0,0,1,1,1,1,1,7.75,19.75,35.15,17.00,31.15,315.90,859.60,"1,535.05",770.00,"1,448.40",0,1,1,0,1,1,1,1,1,4,0
2,33,28,1,3,24.00,2,0,0,1,6,0,0,1,0,7.50,0.00,0.00,15.75,0.00,224.25,0.00,0.00,485.00,0.00,0,0,0,0,0,0,0,0,1,1,0
3,12,34,0,2,44.00,2,7,0,0,1,0,0,0,0,4.05,0.00,0.00,0.00,0.00,48.85,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
1,10,31,0,0,32.00,4,7,0,1,2,0,1,0,0,5.40,0.00,28.35,0.00,0.00,60.15,0.00,253.35,0.00,0.00,1,0,1,1,0,0,0,0,1,2,1
2,69,33,1,9,52.00,4,9,0,1,3,0,0,1,0,29.95,0.00,0.00,29.00,0.00,"2,142.80",0.00,0.00,"1,915.00",0.00,1,0,0,0,0,0,1,1,0,3,0
1,23,20,0,1,15.00,3,0,0,1,1,0,0,0,0,7.50,0.00,0.00,0.00,0.00,199.65,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,2,0
1,53,31,0,10,46.00,3,6,0,0,2,1,1,1,0,27.10,18.50,42.50,37.50,0.00,"1,408.35",935.00,"2,297.85","2,015.00",0.00,1,0,1,1,0,0,0,0,0,2,0
2,60,57,1,14,107.00,2,33,0,1,2,1,0,1,1,17.55,30.75,0.00,21.25,46.70,"1,035.20","1,863.15",0.00,"1,245.00","2,640.00",1,0,1,0,1,1,1,1,0,3,0
2,33,33,0,7,56.00,2,11,0,0,1,0,0,1,0,13.45,0.00,0.00,16.00,0.00,470.90,0.00,0.00,470.00,0.00,0,0,0,0,0,1,0,0,0,1,0
3,67,40,1,21,40.00,4,7,0,1,4,0,1,1,1,24.35,0.00,46.60,15.25,37.45,"1,585.85",0.00,"3,013.25","1,015.00","2,396.15",1,1,1,1,1,0,1,0,1,4,0
3,15,38,1,5,56.00,3,13,0,0,3,1,0,1,0,5.40,18.00,0.00,15.00,0.00,76.75,274.95,0.00,225.00,0.00,0,0,0,0,1,1,1,0,0,3,0
3,64,31,1,5,46.00,2,7,0,1,4,0,1,1,1,24.15,0.00,34.80,17.75,33.20,"1,546.55",0.00,"2,214.10","1,115.00","2,148.15",1,1,0,1,0,0,1,0,1,2,0
2,46,49,1,13,51.00,2,21,0,0,2,0,0,1,0,7.25,0.00,0.00,21.75,0.00,329.95,0.00,0.00,945.00,0.00,0,0,0,0,0,0,0,0,0,1,1
2,72,60,1,33,12.00,1,20,1,0,3,1,0,1,1,53.75,68.50,0.00,10.25,43.95,"3,776.10","4,938.60",0.00,780.00,"3,102.20",1,1,1,0,1,1,1,1,0,4,0
1,61,43,1,6,34.00,5,6,0,0,3,1,1,1,1,25.05,39.00,56.80,32.75,51.00,"1,541.90","2,536.10","3,279.90","1,980.00","3,182.65",1,1,1,1,1,1,1,1,1,4,1
3,54,27,0,3,27.00,2,6,0,1,5,1,1,1,1,12.40,35.00,48.30,5.75,43.50,660.85,"1,919.75","2,484.30",315.00,"2,259.80",1,1,1,1,1,1,0,1,1,4,0
3,28,36,0,3,42.00,3,7,0,1,1,1,0,1,0,12.90,28.25,0.00,14.00,0.00,363.65,820.15,0.00,370.00,0.00,0,0,0,1,1,1,1,1,0,3,0
2,28,38,0,8,119.00,5,2,0,0,3,0,1,0,1,5.05,0.00,46.90,0.00,42.65,141.95,0.00,"1,262.70",0.00,"1,189.90",1,1,1,1,0,0,0,1,1,4,1
2,32,43,0,13,146.00,1,27,0,1,1,1,0,1,1,18.30,33.50,0.00,15.50,17.45,546.35,"1,090.65",0.00,510.00,559.45,0,0,0,0,1,1,1,1,0,3,0
2,52,46,0,17,51.00,2,13,0,1,3,0,0,1,0,12.50,0.00,0.00,15.00,0.00,638.70,0.00,0.00,755.00,0.00,1,0,0,0,0,0,0,0,0,2,0
1,48,62,0,33,86.00,1,22,1,1,1,1,1,1,1,16.35,33.50,38.95,18.75,30.60,729.30,"1,613.60","1,763.10",920.00,"1,408.50",0,1,0,0,1,1,1,1,1,3,0
3,52,42,1,17,27.00,3,8,0,1,2,1,0,1,0,19.65,31.00,0.00,19.75,0.00,"1,008.80","1,661.30",0.00,"1,050.00",0.00,0,0,0,1,1,1,1,1,0,3,0
1,37,43,0,8,38.00,3,9,0,0,1,0,0,0,0,8.10,0.00,0.00,0.00,0.00,289.75,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,2,0
1,41,52,0,26,928.00,3,29,0,0,3,1,0,1,0,7.65,25.00,0.00,13.50,0.00,344.00,"1,060.65",0.00,465.00,0.00,0,1,0,0,1,1,1,1,0,3,0
2,43,27,1,3,21.00,2,1,0,1,3,0,0,1,0,12.65,0.00,0.00,16.50,0.00,558.85,0.00,0.00,760.00,0.00,1,0,0,0,0,0,0,0,0,2,0
3,67,60,0,24,24.00,1,6,0,1,1,0,0,1,0,25.10,0.00,0.00,21.50,0.00,"1,659.10",0.00,0.00,"1,530.00",0.00,1,1,0,0,0,0,1,1,0,3,0
3,61,52,1,30,91.00,1,25,0,1,2,0,0,1,0,13.80,0.00,0.00,47.00,0.00,840.15,0.00,0.00,"2,790.00",0.00,0,0,0,0,0,0,0,0,0,1,0
3,70,39,1,20,38.00,2,8,0,1,4,1,0,1,0,30.30,26.50,0.00,51.25,0.00,"2,201.00","1,981.65",0.00,"3,450.00",0.00,1,0,0,0,1,0,0,1,0,3,0
3,44,32,1,1,96.00,4,5,0,1,4,1,1,1,1,5.25,22.00,61.95,8.75,57.80,213.45,951.95,"2,803.50",360.00,"2,451.60",1,1,1,1,1,1,1,1,1,4,0
3,46,45,0,12,96.00,3,17,0,0,1,0,1,1,0,10.95,0.00,24.50,9.75,0.00,504.30,0.00,"1,032.75",410.00,0.00,1,0,0,1,0,0,0,0,1,2,0
3,39,34,0,2,54.00,3,5,0,0,1,0,0,1,0,6.50,0.00,0.00,13.25,0.00,265.45,0.00,0.00,460.00,0.00,0,0,0,0,0,0,0,0,0,1,0
2,39,59,0,20,"1,668.00",4,27,0,1,1,1,0,0,0,8.20,15.00,0.00,0.00,0.00,303.95,595.60,0.00,0.00,0.00,1,1,0,1,1,1,0,0,0,2,0
2,50,29,1,10,53.00,4,0,0,1,4,1,1,1,1,13.20,46.00,53.15,11.50,46.40,593.35,"2,412.65","2,499.00",540.00,"2,280.00",1,1,1,0,1,1,1,1,0,4,0
3,5,31,0,1,21.00,3,1,0,1,2,0,0,0,0,2.60,0.00,0.00,0.00,0.00,16.10,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,1,1,1
2,10,34,0,1,52.00,5,3,0,1,1,0,1,0,1,4.30,0.00,32.55,0.00,25.40,47.45,0.00,332.00,0.00,255.70,1,0,0,1,0,0,0,0,1,2,1
1,72,69,0,45,17.00,3,36,1,1,1,0,0,1,0,38.20,0.00,0.00,28.25,0.00,"2,751.65",0.00,0.00,"2,005.00",0.00,1,0,0,0,0,0,0,0,0,2,0
2,68,60,0,40,262.00,2,39,0,1,1,0,0,1,0,31.60,0.00,0.00,26.00,0.00,"2,112.25",0.00,0.00,"1,690.00",0.00,1,0,0,0,1,1,1,0,0,3,0
3,58,28,0,5,34.00,5,1,0,1,1,0,1,1,0,19.90,0.00,41.70,23.75,0.00,"1,144.60",0.00,"2,275.70","1,335.00",0.00,1,1,1,1,0,0,0,0,1,2,0
3,18,44,1,10,107.00,1,19,0,1,7,0,0,0,0,2.25,0.00,0.00,0.00,0.00,41.80,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
1,65,45,1,25,67.00,5,13,0,1,2,1,1,1,0,9.85,20.75,27.65,36.00,0.00,671.20,"1,391.85","1,729.20","2,305.00",0.00,1,0,0,0,0,1,0,1,0,3,0
3,8,45,0,1,37.00,4,0,0,0,1,0,1,0,0,4.65,0.00,32.05,0.00,0.00,64.45,0.00,207.85,0.00,0.00,1,0,0,1,0,0,0,0,1,2,1
2,1,20,0,1,21.00,2,0,0,1,2,0,1,0,0,0.90,0.00,23.85,0.00,0.00,0.90,0.00,23.85,0.00,0.00,0,1,1,0,1,0,0,0,1,1,1
3,42,58,0,7,22.00,1,4,0,1,1,0,0,0,0,3.60,0.00,0.00,0.00,0.00,166.75,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,2,0
1,4,25,1,3,71.00,3,3,0,1,5,0,1,0,0,3.60,0.00,28.70,0.00,0.00,14.95,0.00,110.15,0.00,0.00,0,1,0,1,0,0,0,0,1,1,0
3,17,35,0,4,77.00,3,8,0,1,1,1,0,0,0,8.10,15.00,0.00,0.00,0.00,144.40,251.10,0.00,0.00,0.00,0,0,0,0,1,1,1,0,0,3,0
2,8,24,1,1,18.00,4,0,0,1,5,1,1,1,1,2.95,17.00,39.30,20.00,34.30,16.80,134.25,296.70,165.00,260.80,0,1,1,1,1,1,1,1,1,4,1
1,49,37,1,17,50.00,2,12,0,1,2,0,0,1,0,4.20,0.00,0.00,16.50,0.00,243.10,0.00,0.00,800.00,0.00,1,0,0,0,0,0,0,0,0,2,0
1,56,46,1,21,33.00,4,7,0,0,2,0,1,1,0,22.70,0.00,32.90,8.50,0.00,"1,257.40",0.00,"1,846.85",525.00,0.00,1,0,0,1,0,0,0,0,1,2,0
1,62,57,1,21,94.00,1,22,0,0,2,1,0,1,0,11.95,32.00,0.00,53.00,0.00,757.60,"1,999.95",0.00,"3,250.00",0.00,1,0,1,0,1,1,1,1,1,4,0
2,42,57,1,25,209.00,1,40,0,1,4,0,0,1,0,9.45,0.00,0.00,11.00,0.00,383.45,0.00,0.00,475.00,0.00,0,0,0,0,0,0,0,0,0,1,0
